Locality,PrecinctCode,PrecinctName,ActiveVoters,InactiveVoters,AllVoters,MilitaryVoters,OverseasVoters,TempVoters,TotalPrecinctsInLocality,TotalActiveVotersPrecinctLocality,TotalInActiveVotersPrecinctLocality,TotalAllVotersPrecinctLocality,TotalMilitaryVotersPrecinctLocality,TotalOverseasVotersPrecinctLocality,TotalFederalVotersPrecinctLocality,StateTotalLocality,TotalActiveVotersLocality,TotalInActiveVotersLocality,TotalAllVotersLocality,TotalMilitaryVotersLocality,TotalOverseasVotersLocality,TotalFederalVotersLocality,StateTotalPrecincts
Locality: 001 ACCOMACK COUNTY,0101,101 - CHINCOTEAGUE,"2,840",181,"3,021",54,3,8,16,"24,276","1,188","25,464",260,20,38,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 001 ACCOMACK COUNTY,0201,201 - ATLANTIC,970,37,"1,007",10,,,16,"24,276","1,188","25,464",260,20,38,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 001 ACCOMACK COUNTY,0202,202 - GREENBACKVILLE,"1,760",123,"1,883",24,,2,16,"24,276","1,188","25,464",260,20,38,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 001 ACCOMACK COUNTY,0301,301 - NEW CHURCH,"2,692",204,"2,896",25,1,,16,"24,276","1,188","25,464",260,20,38,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 001 ACCOMACK COUNTY,0401,401 - BLOXOM,"1,103",53,"1,156",10,,2,16,"24,276","1,188","25,464",260,20,38,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 001 ACCOMACK COUNTY,0402,402 - PARKSLEY,"1,127",50,"1,177",13,3,2,16,"24,276","1,188","25,464",260,20,38,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 001 ACCOMACK COUNTY,0403,403 - SAXIS,334,7,341,,,,16,"24,276","1,188","25,464",260,20,38,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 001 ACCOMACK COUNTY,0501,501 - MAPPSVILLE,"1,151",63,"1,214",2,2,2,16,"24,276","1,188","25,464",260,20,38,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 001 ACCOMACK COUNTY,0502,502 - RUE,"1,061",47,"1,108",6,,,16,"24,276","1,188","25,464",260,20,38,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 001 ACCOMACK COUNTY,0601,601 - ACCOMAC,"2,134",107,"2,241",23,3,3,16,"24,276","1,188","25,464",260,20,38,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 001 ACCOMACK COUNTY,0602,602 - TANGIER,321,6,327,6,,2,16,"24,276","1,188","25,464",260,20,38,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 001 ACCOMACK COUNTY,0701,701 - NANDUA,"2,913",112,"3,025",34,4,11,16,"24,276","1,188","25,464",260,20,38,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 001 ACCOMACK COUNTY,0801,801 - BOBTOWN,933,30,963,4,2,3,16,"24,276","1,188","25,464",260,20,38,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 001 ACCOMACK COUNTY,0802,802 - MELFA,"1,310",42,"1,352",7,,,16,"24,276","1,188","25,464",260,20,38,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 001 ACCOMACK COUNTY,0803,803 - WACHAPREAGUE,785,21,806,13,1,,16,"24,276","1,188","25,464",260,20,38,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 001 ACCOMACK COUNTY,0901,901 - PAINTER,"2,842",105,"2,947",29,1,3,16,"24,276","1,188","25,464",260,20,38,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 003 ALBEMARLE COUNTY,0101,101 - WOODBROOK,"2,959",152,"3,111",16,16,,30,"80,065","4,942","85,007",713,539,167,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 003 ALBEMARLE COUNTY,0103,103 - BRANCHLANDS,"1,245",207,"1,452",15,7,1,30,"80,065","4,942","85,007",713,539,167,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 003 ALBEMARLE COUNTY,0104,104 - AGNOR-HURT,"2,512",170,"2,682",17,14,8,30,"80,065","4,942","85,007",713,539,167,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 003 ALBEMARLE COUNTY,0105,105 - DUNLORA,"3,563",200,"3,763",27,22,4,30,"80,065","4,942","85,007",713,539,167,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 003 ALBEMARLE COUNTY,0106,106 - NORTHSIDE,"2,715",155,"2,870",41,18,3,30,"80,065","4,942","85,007",713,539,167,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 003 ALBEMARLE COUNTY,0201,201 - JACK JOUETT,"3,596",227,"3,823",24,38,23,30,"80,065","4,942","85,007",713,539,167,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 003 ALBEMARLE COUNTY,0202,202 - UNIVERSITY,"3,036",981,"4,017",19,41,17,30,"80,065","4,942","85,007",713,539,167,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 003 ALBEMARLE COUNTY,0203,203 - GEORGETOWN,"3,285",305,"3,590",31,21,14,30,"80,065","4,942","85,007",713,539,167,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 003 ALBEMARLE COUNTY,0301,301 - IVY,"3,992",145,"4,137",33,47,12,30,"80,065","4,942","85,007",713,539,167,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 003 ALBEMARLE COUNTY,0302,302 - RED HILL,"3,152",119,"3,271",17,31,7,30,"80,065","4,942","85,007",713,539,167,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 003 ALBEMARLE COUNTY,0304,304 - EAST IVY,"1,053",34,"1,087",4,10,2,30,"80,065","4,942","85,007",713,539,167,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 003 ALBEMARLE COUNTY,0305,305 - COUNTRY GREEN,"2,981",134,"3,115",25,19,2,30,"80,065","4,942","85,007",713,539,167,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 003 ALBEMARLE COUNTY,0306,306 - PORTERS,"1,634",49,"1,683",12,6,,30,"80,065","4,942","85,007",713,539,167,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 003 ALBEMARLE COUNTY,0307,307 - YELLOW MOUNTAIN,"1,255",51,"1,306",6,7,4,30,"80,065","4,942","85,007",713,539,167,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 003 ALBEMARLE COUNTY,0401,401 - SCOTTSVILLE,"1,776",88,"1,864",6,12,4,30,"80,065","4,942","85,007",713,539,167,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 003 ALBEMARLE COUNTY,0402,402 - MONTICELLO,"1,612",44,"1,656",11,6,,30,"80,065","4,942","85,007",713,539,167,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 003 ALBEMARLE COUNTY,0405,405 - MOUNTAIN VIEW,"3,945",244,"4,189",22,16,8,30,"80,065","4,942","85,007",713,539,167,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 003 ALBEMARLE COUNTY,0406,406 - STONE ROBINSON,"3,422",112,"3,534",28,13,4,30,"80,065","4,942","85,007",713,539,167,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 003 ALBEMARLE COUNTY,0407,407 - BISCUIT RUN,"2,383",301,"2,684",21,13,4,30,"80,065","4,942","85,007",713,539,167,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 003 ALBEMARLE COUNTY,0501,501 - KESWICK,"1,528",59,"1,587",15,13,3,30,"80,065","4,942","85,007",713,539,167,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 003 ALBEMARLE COUNTY,0502,502 - STONY POINT,"1,635",50,"1,685",22,13,6,30,"80,065","4,942","85,007",713,539,167,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 003 ALBEMARLE COUNTY,0503,503 - HOLLYMEAD,"2,760",124,"2,884",47,19,4,30,"80,065","4,942","85,007",713,539,167,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 003 ALBEMARLE COUNTY,0504,504 - FREE BRIDGE,"2,270",152,"2,422",13,13,3,30,"80,065","4,942","85,007",713,539,167,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 003 ALBEMARLE COUNTY,0506,506 - BAKER-BUTLER,"4,622",206,"4,828",84,26,5,30,"80,065","4,942","85,007",713,539,167,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 003 ALBEMARLE COUNTY,0507,507 - PANTOPS,"2,075",68,"2,143",16,10,2,30,"80,065","4,942","85,007",713,539,167,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 003 ALBEMARLE COUNTY,0601,601 - CROZET,"3,681",143,"3,824",31,27,8,30,"80,065","4,942","85,007",713,539,167,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 003 ALBEMARLE COUNTY,0602,602 - FREE UNION,"1,470",30,"1,500",12,7,8,30,"80,065","4,942","85,007",713,539,167,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 003 ALBEMARLE COUNTY,0603,603 - EARLYSVILLE,"3,278",124,"3,402",36,21,6,30,"80,065","4,942","85,007",713,539,167,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 003 ALBEMARLE COUNTY,0604,604 - BROWNSVILLE,"3,031",129,"3,160",30,16,3,30,"80,065","4,942","85,007",713,539,167,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 003 ALBEMARLE COUNTY,0606,606 - MECHUMS RIVER,"3,599",139,"3,738",32,17,2,30,"80,065","4,942","85,007",713,539,167,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 005 ALLEGHANY COUNTY,0101,101 - ARRITT,"1,134",35,"1,169",7,2,2,12,"10,465",608,"11,073",65,10,6,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 005 ALLEGHANY COUNTY,0103,103 - DAMERON,394,16,410,5,,,12,"10,465",608,"11,073",65,10,6,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 005 ALLEGHANY COUNTY,0201,201 - HUMPBACK BRIDGE,540,39,579,8,2,,12,"10,465",608,"11,073",65,10,6,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 005 ALLEGHANY COUNTY,0202,202 - DOLLY ANN,974,72,"1,046",5,1,,12,"10,465",608,"11,073",65,10,6,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 005 ALLEGHANY COUNTY,0301,301 - CALLAGHAN,636,17,653,1,,,12,"10,465",608,"11,073",65,10,6,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 005 ALLEGHANY COUNTY,0302,302 - GRIFFITH,886,24,910,5,,,12,"10,465",608,"11,073",65,10,6,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 005 ALLEGHANY COUNTY,0401,401 - LOW MOOR,669,40,709,1,2,,12,"10,465",608,"11,073",65,10,6,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 005 ALLEGHANY COUNTY,0402,402 - JACKSON HEIGHTS,897,39,936,5,1,,12,"10,465",608,"11,073",65,10,6,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 005 ALLEGHANY COUNTY,0501,501 - IRON GATE,387,21,408,1,,,12,"10,465",608,"11,073",65,10,6,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 005 ALLEGHANY COUNTY,0502,502 - PETERS SWITCH,"1,202",50,"1,252",5,,,12,"10,465",608,"11,073",65,10,6,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 005 ALLEGHANY COUNTY,0601,601 - DISTRICT 1,"1,422",110,"1,532",4,1,1,12,"10,465",608,"11,073",65,10,6,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 005 ALLEGHANY COUNTY,0701,701 - DISTRICT 2,"1,324",145,"1,469",18,1,3,12,"10,465",608,"11,073",65,10,6,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 007 AMELIA COUNTY,0101,101 - NUMBER ONE,"1,799",49,"1,848",18,,,5,"9,910",278,"10,188",102,10,2,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 007 AMELIA COUNTY,0201,201 - NUMBER TWO,"1,932",57,"1,989",20,4,,5,"9,910",278,"10,188",102,10,2,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 007 AMELIA COUNTY,0301,301 - NUMBER THREE,"1,999",48,"2,047",30,2,1,5,"9,910",278,"10,188",102,10,2,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 007 AMELIA COUNTY,0401,401 - NUMBER FOUR,"2,096",79,"2,175",13,3,1,5,"9,910",278,"10,188",102,10,2,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 007 AMELIA COUNTY,0501,501 - NUMBER FIVE,"2,084",45,"2,129",21,1,,5,"9,910",278,"10,188",102,10,2,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 009 AMHERST COUNTY,0101,101 - WRIGHT SHOP,"1,561",60,"1,621",10,1,,11,"22,085",811,"22,896",177,18,20,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 009 AMHERST COUNTY,0102,102 - NEW GLASGOW,"2,019",66,"2,085",25,,2,11,"22,085",811,"22,896",177,18,20,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 009 AMHERST COUNTY,0103,103 - COOLWELL,932,33,965,10,,,11,"22,085",811,"22,896",177,18,20,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 009 AMHERST COUNTY,0201,201 - COURT HOUSE,"3,075",125,"3,200",23,3,7,11,"22,085",811,"22,896",177,18,20,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 009 AMHERST COUNTY,0202,202 - TEMPERANCE,"1,177",36,"1,213",9,2,,11,"22,085",811,"22,896",177,18,20,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 009 AMHERST COUNTY,0301,301 - MONROE,"1,184",52,"1,236",12,1,1,11,"22,085",811,"22,896",177,18,20,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 009 AMHERST COUNTY,0302,302 - ELON,"2,917",70,"2,987",28,7,2,11,"22,085",811,"22,896",177,18,20,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 009 AMHERST COUNTY,0303,303 - PLEASANT VIEW,786,30,816,9,,,11,"22,085",811,"22,896",177,18,20,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 009 AMHERST COUNTY,0401,401 - AMELON,"3,288",121,"3,409",19,3,4,11,"22,085",811,"22,896",177,18,20,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 009 AMHERST COUNTY,0402,402 - LONCO,"1,102",60,"1,162",9,,1,11,"22,085",811,"22,896",177,18,20,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 009 AMHERST COUNTY,0501,501 - MADISON,"4,044",158,"4,202",23,1,3,11,"22,085",811,"22,896",177,18,20,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 011 APPOMATTOX COUNTY,0101,101 - VERA,794,21,815,9,2,,9,"11,834",365,"12,199",97,12,1,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 011 APPOMATTOX COUNTY,0102,102 - PAMPLIN,"1,600",51,"1,651",16,2,1,9,"11,834",365,"12,199",97,12,1,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 011 APPOMATTOX COUNTY,0201,201 - CHAP,581,17,598,4,,,9,"11,834",365,"12,199",97,12,1,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 011 APPOMATTOX COUNTY,0202,202 - SPOUT SPRING,"1,855",45,"1,900",12,1,,9,"11,834",365,"12,199",97,12,1,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 011 APPOMATTOX COUNTY,0301,301 - US  460,"1,113",31,"1,144",8,2,,9,"11,834",365,"12,199",97,12,1,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 011 APPOMATTOX COUNTY,0302,302 - STONEWALL,"1,333",57,"1,390",18,,,9,"11,834",365,"12,199",97,12,1,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 011 APPOMATTOX COUNTY,0401,401 - COURTHOUSE,"2,180",63,"2,243",17,3,,9,"11,834",365,"12,199",97,12,1,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 011 APPOMATTOX COUNTY,0501,501 - OAKVILLE,"1,666",58,"1,724",11,2,,9,"11,834",365,"12,199",97,12,1,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 011 APPOMATTOX COUNTY,0502,502 - AGEE,712,22,734,2,,,9,"11,834",365,"12,199",97,12,1,133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 013 ARLINGTON COUNTY,0101,101 - PRECINCT 101,"2,897",231,"3,128",58,29,11,54,"160,142","17,653","177,795","2,689","2,824","1,211",133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 013 ARLINGTON COUNTY,0102,102 - PRECINCT 102,"3,383",366,"3,749",23,75,22,54,"160,142","17,653","177,795","2,689","2,824","1,211",133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 013 ARLINGTON COUNTY,0103,103 - PRECINCT 103,"1,893",161,"2,054",43,36,28,54,"160,142","17,653","177,795","2,689","2,824","1,211",133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 013 ARLINGTON COUNTY,0104,104 - PRECINCT 104,"3,623",367,"3,990",28,55,20,54,"160,142","17,653","177,795","2,689","2,824","1,211",133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 013 ARLINGTON COUNTY,0105,105 - PRECINCT 105,"2,807",227,"3,034",51,43,15,54,"160,142","17,653","177,795","2,689","2,824","1,211",133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 013 ARLINGTON COUNTY,0106,106 - PRECINCT 106,"2,636",570,"3,206",88,51,26,54,"160,142","17,653","177,795","2,689","2,824","1,211",133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 013 ARLINGTON COUNTY,0107,107 - PRECINCT 107,"3,126",217,"3,343",30,49,36,54,"160,142","17,653","177,795","2,689","2,824","1,211",133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 013 ARLINGTON COUNTY,0108,108 - PRECINCT 108,"3,953",674,"4,627",111,89,34,54,"160,142","17,653","177,795","2,689","2,824","1,211",133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 013 ARLINGTON COUNTY,0109,109 - PRECINCT 109,"3,944",470,"4,414",74,66,14,54,"160,142","17,653","177,795","2,689","2,824","1,211",133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 013 ARLINGTON COUNTY,0110,110 - PRECINCT 110,"4,537",654,"5,191",171,151,47,54,"160,142","17,653","177,795","2,689","2,824","1,211",133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 013 ARLINGTON COUNTY,0111,111 - PRECINCT 111,"2,190",135,"2,325",25,49,14,54,"160,142","17,653","177,795","2,689","2,824","1,211",133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 013 ARLINGTON COUNTY,0112,112 - PRECINCT 112,"2,652",187,"2,839",61,59,33,54,"160,142","17,653","177,795","2,689","2,824","1,211",133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 013 ARLINGTON COUNTY,0113,113 - PRECINCT 113,"2,165",125,"2,290",33,34,5,54,"160,142","17,653","177,795","2,689","2,824","1,211",133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 013 ARLINGTON COUNTY,0114,114 - PRECINCT 114,"2,434",300,"2,734",27,45,14,54,"160,142","17,653","177,795","2,689","2,824","1,211",133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 013 ARLINGTON COUNTY,0115,115 - PRECINCT 115,"1,787",169,"1,956",38,40,17,54,"160,142","17,653","177,795","2,689","2,824","1,211",133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 013 ARLINGTON COUNTY,0116,116 - PRECINCT 116,"3,442",375,"3,817",23,69,30,54,"160,142","17,653","177,795","2,689","2,824","1,211",133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 013 ARLINGTON COUNTY,0117,117 - PRECINCT 117,"3,254",256,"3,510",40,58,31,54,"160,142","17,653","177,795","2,689","2,824","1,211",133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 013 ARLINGTON COUNTY,0118,118 - PRECINCT 118,"5,715",994,"6,709",69,152,37,54,"160,142","17,653","177,795","2,689","2,824","1,211",133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 013 ARLINGTON COUNTY,0119,119 - PRECINCT 119,"4,497",788,"5,285",74,128,71,54,"160,142","17,653","177,795","2,689","2,824","1,211",133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 013 ARLINGTON COUNTY,0120,120 - PRECINCT 120,"2,995",144,"3,139",31,45,28,54,"160,142","17,653","177,795","2,689","2,824","1,211",133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 013 ARLINGTON COUNTY,0121,121 - PRECINCT 121,"1,699",173,"1,872",24,21,14,54,"160,142","17,653","177,795","2,689","2,824","1,211",133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 013 ARLINGTON COUNTY,0122,122 - PRECINCT 122,"2,886",285,"3,171",71,69,21,54,"160,142","17,653","177,795","2,689","2,824","1,211",133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 013 ARLINGTON COUNTY,0123,123 - PRECINCT 123,"2,907",155,"3,062",39,51,20,54,"160,142","17,653","177,795","2,689","2,824","1,211",133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 013 ARLINGTON COUNTY,0124,124 - PRECINCT 124,"4,038",283,"4,321",49,60,26,54,"160,142","17,653","177,795","2,689","2,824","1,211",133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 013 ARLINGTON COUNTY,0125,125 - PRECINCT 125,"2,908",222,"3,130",37,69,21,54,"160,142","17,653","177,795","2,689","2,824","1,211",133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 013 ARLINGTON COUNTY,0126,126 - PRECINCT 126,"3,685",453,"4,138",69,46,13,54,"160,142","17,653","177,795","2,689","2,824","1,211",133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 013 ARLINGTON COUNTY,0127,127 - PRECINCT 127,"3,234",264,"3,498",62,42,17,54,"160,142","17,653","177,795","2,689","2,824","1,211",133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 013 ARLINGTON COUNTY,0128,128 - PRECINCT 128,"3,844",420,"4,264",75,42,22,54,"160,142","17,653","177,795","2,689","2,824","1,211",133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 013 ARLINGTON COUNTY,0129,129 - PRECINCT 129,"2,804",122,"2,926",42,57,39,54,"160,142","17,653","177,795","2,689","2,824","1,211",133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 013 ARLINGTON COUNTY,0130,130 - PRECINCT 130,"3,300",305,"3,605",61,22,4,54,"160,142","17,653","177,795","2,689","2,824","1,211",133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 013 ARLINGTON COUNTY,0131,131 - PRECINCT 131,"2,959",135,"3,094",37,34,19,54,"160,142","17,653","177,795","2,689","2,824","1,211",133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 013 ARLINGTON COUNTY,0132,132 - PRECINCT 132,"1,362",186,"1,548",47,24,13,54,"160,142","17,653","177,795","2,689","2,824","1,211",133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 013 ARLINGTON COUNTY,0133,133 - PRECINCT 133,"3,036",146,"3,182",31,26,26,54,"160,142","17,653","177,795","2,689","2,824","1,211",133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 013 ARLINGTON COUNTY,0134,134 - PRECINCT 134,"2,672",116,"2,788",31,45,20,54,"160,142","17,653","177,795","2,689","2,824","1,211",133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 013 ARLINGTON COUNTY,0135,135 - PRECINCT 135,"3,296",162,"3,458",38,40,24,54,"160,142","17,653","177,795","2,689","2,824","1,211",133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 013 ARLINGTON COUNTY,0136,136 - PRECINCT 136,"3,326",215,"3,541",35,66,27,54,"160,142","17,653","177,795","2,689","2,824","1,211",133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 013 ARLINGTON COUNTY,0137,137 - PRECINCT 137,"2,613",104,"2,717",19,38,15,54,"160,142","17,653","177,795","2,689","2,824","1,211",133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 013 ARLINGTON COUNTY,0138,138 - PRECINCT 138,"3,164",419,"3,583",68,39,22,54,"160,142","17,653","177,795","2,689","2,824","1,211",133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 013 ARLINGTON COUNTY,0139,139 - PRECINCT 139,"1,764",98,"1,862",21,26,16,54,"160,142","17,653","177,795","2,689","2,824","1,211",133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 013 ARLINGTON COUNTY,0140,140 - PRECINCT 140,"4,010",590,"4,600",35,81,21,54,"160,142","17,653","177,795","2,689","2,824","1,211",133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
Locality: 013 ARLINGTON COUNTY,0141,141 - PRECINCT 141,"3,399",515,"3,914",45,73,47,54,"160,142","17,653","177,795","2,689","2,824","1,211",133,"5,773,768","358,563","6,132,331","111,045","19,821","9,102","2,545"
