Locality,PrecinctCode,PrecinctName,ActiveVoters,InactiveVoters,AllVoters,MilitaryVoters,OverseasVoters,TempVoters,TotalPrecinctsInLocality,TotalActiveVotersPrecinctLocality,TotalInActiveVotersPrecinctLocality,TotalAllVotersPrecinctLocality,TotalMilitaryVotersPrecinctLocality,TotalOverseasVotersPrecinctLocality,TotalFederalVotersPrecinctLocality,StateTotalLocality,TotalActiveVotersLocality,TotalInActiveVotersLocality,TotalAllVotersLocality,TotalMilitaryVotersLocality,TotalOverseasVotersLocality,TotalFederalVotersLocality,StateTotalPrecincts
Locality: 153 PRINCE WILLIAM COUNTY,0305,305 - PATTIE,"2,999",166,"3,165",112,39,1,93,"289,923","16,101","306,024","6,508","1,591",114,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 153 PRINCE WILLIAM COUNTY,0306,306 - WASHINGTON-REID,"3,245",146,"3,391",82,14,1,93,"289,923","16,101","306,024","6,508","1,591",114,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 153 PRINCE WILLIAM COUNTY,0307,307 - HENDERSON,"2,742",143,"2,885",111,16,1,93,"289,923","16,101","306,024","6,508","1,591",114,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 153 PRINCE WILLIAM COUNTY,0308,308 - MONTCLAIR,"1,822",93,"1,915",53,7,,93,"289,923","16,101","306,024","6,508","1,591",114,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 153 PRINCE WILLIAM COUNTY,0309,309 - ASHLAND ,"2,259",139,"2,398",99,17,,93,"289,923","16,101","306,024","6,508","1,591",114,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 153 PRINCE WILLIAM COUNTY,0310,310 - FOREST PARK,"2,785",179,"2,964",104,15,2,93,"289,923","16,101","306,024","6,508","1,591",114,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 153 PRINCE WILLIAM COUNTY,0311,311 - SWANS CREEK,"5,957",246,"6,203",217,20,1,93,"289,923","16,101","306,024","6,508","1,591",114,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 153 PRINCE WILLIAM COUNTY,0312,312 - TRIANGLE ,"3,382",215,"3,597",94,13,1,93,"289,923","16,101","306,024","6,508","1,591",114,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 153 PRINCE WILLIAM COUNTY,0313,313 - CARDINAL,"2,502",138,"2,640",76,23,,93,"289,923","16,101","306,024","6,508","1,591",114,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 153 PRINCE WILLIAM COUNTY,0314,314 - CABIN BRANCH,"2,361",113,"2,474",82,11,,93,"289,923","16,101","306,024","6,508","1,591",114,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 153 PRINCE WILLIAM COUNTY,0315,315 - WILLIAMS,"1,863",172,"2,035",42,15,,93,"289,923","16,101","306,024","6,508","1,591",114,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 153 PRINCE WILLIAM COUNTY,0401,401 - EVERGREEN,"3,204",113,"3,317",36,19,2,93,"289,923","16,101","306,024","6,508","1,591",114,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 153 PRINCE WILLIAM COUNTY,0402,402 - BATTLEFIELD,"3,928",180,"4,108",66,29,1,93,"289,923","16,101","306,024","6,508","1,591",114,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 153 PRINCE WILLIAM COUNTY,0403,403 - BULL RUN,"3,185",131,"3,316",46,16,2,93,"289,923","16,101","306,024","6,508","1,591",114,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 153 PRINCE WILLIAM COUNTY,0404,404 - BEN LOMOND,"3,287",297,"3,584",52,12,3,93,"289,923","16,101","306,024","6,508","1,591",114,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 153 PRINCE WILLIAM COUNTY,0405,405 - UNITY BRAXTON,"3,813",357,"4,170",51,18,4,93,"289,923","16,101","306,024","6,508","1,591",114,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 153 PRINCE WILLIAM COUNTY,0406,406 - ALVEY,"1,862",59,"1,921",13,10,,93,"289,923","16,101","306,024","6,508","1,591",114,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 153 PRINCE WILLIAM COUNTY,0407,407 - HERITAGE HUNT,"4,018",157,"4,175",26,19,,93,"289,923","16,101","306,024","6,508","1,591",114,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 153 PRINCE WILLIAM COUNTY,0408,408 - SUDLEY,"2,029",93,"2,122",17,7,1,93,"289,923","16,101","306,024","6,508","1,591",114,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 153 PRINCE WILLIAM COUNTY,0409,409 - TYLER,"3,784",190,"3,974",44,31,1,93,"289,923","16,101","306,024","6,508","1,591",114,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 153 PRINCE WILLIAM COUNTY,0410,410 - MOUNTAIN VIEW,"4,138",233,"4,371",88,28,,93,"289,923","16,101","306,024","6,508","1,591",114,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 153 PRINCE WILLIAM COUNTY,0411,411 - MULLEN,"3,822",259,"4,081",56,9,,93,"289,923","16,101","306,024","6,508","1,591",114,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 153 PRINCE WILLIAM COUNTY,0412,412 - CATHARPIN,"2,184",74,"2,258",28,13,2,93,"289,923","16,101","306,024","6,508","1,591",114,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 153 PRINCE WILLIAM COUNTY,0413,413 - REAGAN,"4,915",225,"5,140",66,38,1,93,"289,923","16,101","306,024","6,508","1,591",114,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 153 PRINCE WILLIAM COUNTY,0501,501 - LAKE RIDGE,"2,870",147,"3,017",67,29,2,93,"289,923","16,101","306,024","6,508","1,591",114,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 153 PRINCE WILLIAM COUNTY,0502,502 - OCCOQUAN,"2,130",122,"2,252",51,19,,93,"289,923","16,101","306,024","6,508","1,591",114,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 153 PRINCE WILLIAM COUNTY,0503,503 - OLD BRIDGE,"2,738",217,"2,955",58,12,2,93,"289,923","16,101","306,024","6,508","1,591",114,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 153 PRINCE WILLIAM COUNTY,0504,504 - ROCKLEDGE,"2,249",95,"2,344",35,15,1,93,"289,923","16,101","306,024","6,508","1,591",114,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 153 PRINCE WILLIAM COUNTY,0505,505 - MOHICAN,"3,026",152,"3,178",90,30,,93,"289,923","16,101","306,024","6,508","1,591",114,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 153 PRINCE WILLIAM COUNTY,0506,506 - BETHEL,"4,124",200,"4,324",81,31,,93,"289,923","16,101","306,024","6,508","1,591",114,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 153 PRINCE WILLIAM COUNTY,0507,507 - CHINN,"2,813",138,"2,951",50,14,1,93,"289,923","16,101","306,024","6,508","1,591",114,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 153 PRINCE WILLIAM COUNTY,0508,508 - SPRINGWOODS,"2,280",122,"2,402",52,8,3,93,"289,923","16,101","306,024","6,508","1,591",114,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 153 PRINCE WILLIAM COUNTY,0509,509 - MC COART,"3,468",153,"3,621",77,28,2,93,"289,923","16,101","306,024","6,508","1,591",114,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 153 PRINCE WILLIAM COUNTY,0510,510 - YATES FORD,"1,959",85,"2,044",40,11,,93,"289,923","16,101","306,024","6,508","1,591",114,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 153 PRINCE WILLIAM COUNTY,0511,511 - WESTRIDGE,"3,542",201,"3,743",99,36,1,93,"289,923","16,101","306,024","6,508","1,591",114,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 153 PRINCE WILLIAM COUNTY,0512,512 - YORK,"3,408",231,"3,639",77,23,4,93,"289,923","16,101","306,024","6,508","1,591",114,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 153 PRINCE WILLIAM COUNTY,0513,513 - LYNNWOOD,"2,997",137,"3,134",102,14,,93,"289,923","16,101","306,024","6,508","1,591",114,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 153 PRINCE WILLIAM COUNTY,0514,514 - ANTIETAM,"3,367",160,"3,527",65,21,4,93,"289,923","16,101","306,024","6,508","1,591",114,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 153 PRINCE WILLIAM COUNTY,0601,601 - DALE,"2,924",166,"3,090",36,11,,93,"289,923","16,101","306,024","6,508","1,591",114,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 153 PRINCE WILLIAM COUNTY,0602,602 - BEVILLE,"4,381",225,"4,606",82,15,3,93,"289,923","16,101","306,024","6,508","1,591",114,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 153 PRINCE WILLIAM COUNTY,0603,603 - HAMPTON,"2,447",141,"2,588",39,12,3,93,"289,923","16,101","306,024","6,508","1,591",114,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 153 PRINCE WILLIAM COUNTY,0604,604 - GIDEON,"2,976",163,"3,139",34,13,5,93,"289,923","16,101","306,024","6,508","1,591",114,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 153 PRINCE WILLIAM COUNTY,0605,605 - MINNIEVILLE,"2,830",131,"2,961",37,14,1,93,"289,923","16,101","306,024","6,508","1,591",114,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 153 PRINCE WILLIAM COUNTY,0606,606 - BEL AIR,"2,846",134,"2,980",41,7,5,93,"289,923","16,101","306,024","6,508","1,591",114,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 153 PRINCE WILLIAM COUNTY,0607,607 - KERRYDALE,"3,534",206,"3,740",48,13,1,93,"289,923","16,101","306,024","6,508","1,591",114,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 153 PRINCE WILLIAM COUNTY,0608,608 - ENTERPRISE,"2,817",139,"2,956",51,11,3,93,"289,923","16,101","306,024","6,508","1,591",114,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 153 PRINCE WILLIAM COUNTY,0609,609 - KING,"3,583",174,"3,757",79,15,1,93,"289,923","16,101","306,024","6,508","1,591",114,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 153 PRINCE WILLIAM COUNTY,0610,610 - FITZGERALD,"3,617",203,"3,820",81,16,1,93,"289,923","16,101","306,024","6,508","1,591",114,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 153 PRINCE WILLIAM COUNTY,0611,611 - NEABSCO,"2,350",174,"2,524",52,12,1,93,"289,923","16,101","306,024","6,508","1,591",114,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 153 PRINCE WILLIAM COUNTY,0701,701 - BELMONT,"3,335",279,"3,614",101,19,,93,"289,923","16,101","306,024","6,508","1,591",114,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 153 PRINCE WILLIAM COUNTY,0702,702 - LIBRARY,"3,294",302,"3,596",152,29,,93,"289,923","16,101","306,024","6,508","1,591",114,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 153 PRINCE WILLIAM COUNTY,0703,703 - LYNN,"2,041",194,"2,235",38,9,3,93,"289,923","16,101","306,024","6,508","1,591",114,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 153 PRINCE WILLIAM COUNTY,0704,704 - PORTER,"3,145",261,"3,406",57,8,2,93,"289,923","16,101","306,024","6,508","1,591",114,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 153 PRINCE WILLIAM COUNTY,0705,705 - POTOMAC VIEW,"2,245",127,"2,372",33,9,,93,"289,923","16,101","306,024","6,508","1,591",114,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 153 PRINCE WILLIAM COUNTY,0706,706 - RIPPON,"3,453",183,"3,636",101,16,,93,"289,923","16,101","306,024","6,508","1,591",114,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 153 PRINCE WILLIAM COUNTY,0707,707 - KILBY,"2,763",165,"2,928",54,9,2,93,"289,923","16,101","306,024","6,508","1,591",114,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 153 PRINCE WILLIAM COUNTY,0708,708 - RIVER OAKS,"3,455",268,"3,723",91,16,,93,"289,923","16,101","306,024","6,508","1,591",114,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 153 PRINCE WILLIAM COUNTY,0709,709 - FREEDOM,"3,600",270,"3,870",137,33,,93,"289,923","16,101","306,024","6,508","1,591",114,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 153 PRINCE WILLIAM COUNTY,0710,710 - POWELLS CREEK,"3,165",249,"3,414",87,23,1,93,"289,923","16,101","306,024","6,508","1,591",114,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 153 PRINCE WILLIAM COUNTY,0711,711 - GRAYSON,"3,681",266,"3,947",67,11,,93,"289,923","16,101","306,024","6,508","1,591",114,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 153 PRINCE WILLIAM COUNTY,0712,712 - LEESYLVANIA,"2,954",175,"3,129",107,21,,93,"289,923","16,101","306,024","6,508","1,591",114,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 155 PULASKI COUNTY,0101,101 - BELSPRING,900,13,913,,,1,12,"22,897",550,"23,447",132,16,16,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 155 PULASKI COUNTY,0102,102 - NEW RIVER,"2,838",78,"2,916",13,2,,12,"22,897",550,"23,447",132,16,16,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 155 PULASKI COUNTY,0103,103 - WEST CLOYD,"1,413",19,"1,432",9,,2,12,"22,897",550,"23,447",132,16,16,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 155 PULASKI COUNTY,0201,201 - DRAPER,"1,614",22,"1,636",13,4,3,12,"22,897",550,"23,447",132,16,16,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 155 PULASKI COUNTY,0202,202 - SOUTH PULASKI,482,18,500,1,,,12,"22,897",550,"23,447",132,16,16,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 155 PULASKI COUNTY,0203,203 - NEWBERN,"2,679",83,"2,762",18,2,6,12,"22,897",550,"23,447",132,16,16,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 155 PULASKI COUNTY,0301,301 - DUBLIN,"2,445",65,"2,510",10,2,,12,"22,897",550,"23,447",132,16,16,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 155 PULASKI COUNTY,0302,302 - HIWASSEE,556,5,561,6,,,12,"22,897",550,"23,447",132,16,16,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 155 PULASKI COUNTY,0304,304 - SNOWVILLE,"1,271",32,"1,303",6,1,2,12,"22,897",550,"23,447",132,16,16,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 155 PULASKI COUNTY,0401,401 - MASSIE,"3,519",87,"3,606",22,3,,12,"22,897",550,"23,447",132,16,16,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 155 PULASKI COUNTY,0402,402 - WALKER,"1,006",17,"1,023",2,1,,12,"22,897",550,"23,447",132,16,16,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 155 PULASKI COUNTY,0501,501 - ROBINSON,"4,174",111,"4,285",32,1,2,12,"22,897",550,"23,447",132,16,16,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 157 RAPPAHANNOCK COUNTY,0101,101 - WASHINGTON,"1,243",37,"1,280",5,6,,6,"6,004",177,"6,181",32,27,21,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 157 RAPPAHANNOCK COUNTY,0201,201 - AMISSVILLE,"1,211",36,"1,247",8,5,1,6,"6,004",177,"6,181",32,27,21,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 157 RAPPAHANNOCK COUNTY,0301,301 - SPERRYVILLE,"1,096",29,"1,125",4,8,8,6,"6,004",177,"6,181",32,27,21,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 157 RAPPAHANNOCK COUNTY,0401,401 - SCRABBLE,"1,184",38,"1,222",10,4,6,6,"6,004",177,"6,181",32,27,21,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 157 RAPPAHANNOCK COUNTY,0501,501 - CHESTER GAP,542,11,553,1,1,1,6,"6,004",177,"6,181",32,27,21,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 157 RAPPAHANNOCK COUNTY,0502,502 - FLINT HILL,728,26,754,4,3,5,6,"6,004",177,"6,181",32,27,21,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 159 RICHMOND COUNTY,0101,101 - PRECINCT 1-1,"1,167",28,"1,195",9,3,1,5,"5,445",165,"5,610",42,9,3,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 159 RICHMOND COUNTY,0201,201 - PRECINCT 2-1,"1,048",36,"1,084",13,2,,5,"5,445",165,"5,610",42,9,3,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 159 RICHMOND COUNTY,0301,301 - PRECINCT 3-1,"1,033",25,"1,058",10,2,,5,"5,445",165,"5,610",42,9,3,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 159 RICHMOND COUNTY,0401,401 - PRECINCT 4-1,"1,159",40,"1,199",7,,2,5,"5,445",165,"5,610",42,9,3,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 159 RICHMOND COUNTY,0501,501 - PRECINCT 5-1,"1,038",36,"1,074",3,2,,5,"5,445",165,"5,610",42,9,3,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 161 ROANOKE COUNTY,0101,101 - CATAWBA,792,33,825,3,1,,33,"69,133","3,143","72,276",430,161,42,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 161 ROANOKE COUNTY,0102,102 - MASON VALLEY,760,26,786,3,2,,33,"69,133","3,143","72,276",430,161,42,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 161 ROANOKE COUNTY,0103,103 - GLENVAR,"2,538",84,"2,622",18,3,,33,"69,133","3,143","72,276",430,161,42,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 161 ROANOKE COUNTY,0104,104 - NORTHSIDE,"1,563",70,"1,633",17,2,1,33,"69,133","3,143","72,276",430,161,42,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 161 ROANOKE COUNTY,0105,105 - PETERS CREEK,"3,304",116,"3,420",23,7,,33,"69,133","3,143","72,276",430,161,42,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 161 ROANOKE COUNTY,0106,106 - GREEN HILL,"2,802",97,"2,899",17,7,,33,"69,133","3,143","72,276",430,161,42,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 161 ROANOKE COUNTY,0107,107 - BENNETT SPRINGS,"1,038",42,"1,080",3,7,1,33,"69,133","3,143","72,276",430,161,42,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 161 ROANOKE COUNTY,0108,108 - WILDWOOD,"1,584",53,"1,637",16,,2,33,"69,133","3,143","72,276",430,161,42,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 161 ROANOKE COUNTY,0201,201 - PLANTATION,"2,274",93,"2,367",5,7,,33,"69,133","3,143","72,276",430,161,42,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 161 ROANOKE COUNTY,0202,202 - BURLINGTON,"1,720",113,"1,833",10,1,3,33,"69,133","3,143","72,276",430,161,42,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 161 ROANOKE COUNTY,0203,203 - MOUNTAIN VIEW,"3,162",100,"3,262",20,5,,33,"69,133","3,143","72,276",430,161,42,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 161 ROANOKE COUNTY,0204,204 - BOTETOURT SPRINGS,"2,509",84,"2,593",18,7,,33,"69,133","3,143","72,276",430,161,42,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 161 ROANOKE COUNTY,0205,205 - ORCHARDS,"3,582",136,"3,718",26,3,,33,"69,133","3,143","72,276",430,161,42,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 161 ROANOKE COUNTY,0206,206 - HOLLINS,"1,089",176,"1,265",7,7,,33,"69,133","3,143","72,276",430,161,42,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 161 ROANOKE COUNTY,0301,301 - BENT MOUNTAIN,688,21,709,3,1,,33,"69,133","3,143","72,276",430,161,42,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 161 ROANOKE COUNTY,0302,302 - POAGES MILL,"3,162",104,"3,266",21,9,5,33,"69,133","3,143","72,276",430,161,42,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 161 ROANOKE COUNTY,0303,303 - WINDSOR HILLS,"1,741",89,"1,830",10,,2,33,"69,133","3,143","72,276",430,161,42,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 161 ROANOKE COUNTY,0304,304 - OAK GROVE,"3,341",141,"3,482",21,22,1,33,"69,133","3,143","72,276",430,161,42,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 161 ROANOKE COUNTY,0305,305 - CASTLE ROCK,"3,730",186,"3,916",25,14,7,33,"69,133","3,143","72,276",430,161,42,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 161 ROANOKE COUNTY,0306,306 - GARST MILL,"1,754",111,"1,865",11,5,,33,"69,133","3,143","72,276",430,161,42,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 161 ROANOKE COUNTY,0401,401 - SOUTH LINDENWOOD,"2,001",60,"2,061",9,2,4,33,"69,133","3,143","72,276",430,161,42,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 161 ROANOKE COUNTY,0402,402 - BONSACK,631,15,646,7,1,2,33,"69,133","3,143","72,276",430,161,42,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 161 ROANOKE COUNTY,0403,403 - NORTH VINTON,"2,241",113,"2,354",15,2,,33,"69,133","3,143","72,276",430,161,42,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 161 ROANOKE COUNTY,0404,404 - SOUTH VINTON,"2,817",159,"2,976",15,2,,33,"69,133","3,143","72,276",430,161,42,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 161 ROANOKE COUNTY,0405,405 - NORTH LINDENWOOD,"2,118",79,"2,197",11,3,1,33,"69,133","3,143","72,276",430,161,42,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 161 ROANOKE COUNTY,0406,406 - MOUNT PLEASANT,"2,732",73,"2,805",15,1,1,33,"69,133","3,143","72,276",430,161,42,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 161 ROANOKE COUNTY,0501,501 - COTTON HILL,"1,788",80,"1,868",11,5,2,33,"69,133","3,143","72,276",430,161,42,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 161 ROANOKE COUNTY,0502,502 - PENN FOREST,"1,518",66,"1,584",8,4,2,33,"69,133","3,143","72,276",430,161,42,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 161 ROANOKE COUNTY,0503,503 - CAVE SPRING,"1,944",76,"2,020",9,9,,33,"69,133","3,143","72,276",430,161,42,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 161 ROANOKE COUNTY,0504,504 - OGDEN,"1,904",195,"2,099",16,5,1,33,"69,133","3,143","72,276",430,161,42,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 161 ROANOKE COUNTY,0505,505 - CLEARBROOK,"1,542",66,"1,608",9,2,,33,"69,133","3,143","72,276",430,161,42,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 161 ROANOKE COUNTY,0506,506 - MOUNT VERNON,"1,558",115,"1,673",6,5,2,33,"69,133","3,143","72,276",430,161,42,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 161 ROANOKE COUNTY,0507,507 - HUNTING HILLS,"3,206",171,"3,377",22,10,5,33,"69,133","3,143","72,276",430,161,42,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 163 ROCKBRIDGE COUNTY,0101,101 - AIRPORT,"1,392",20,"1,412",14,6,8,17,"15,479",381,"15,860",115,51,22,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 163 ROCKBRIDGE COUNTY,0102,102 - BEN SALEM,941,19,960,8,3,1,17,"15,479",381,"15,860",115,51,22,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 163 ROCKBRIDGE COUNTY,0103,103 - PLANK ROAD,534,11,545,,3,3,17,"15,479",381,"15,860",115,51,22,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 163 ROCKBRIDGE COUNTY,0104,104 - EFFINGER,547,12,559,6,2,,17,"15,479",381,"15,860",115,51,22,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
Locality: 163 ROCKBRIDGE COUNTY,0201,201 - COLLIERSTOWN,923,32,955,6,5,1,17,"15,479",381,"15,860",115,51,22,133,"5,681,535","300,575","5,982,110","93,843","22,595","9,208","2,456"
